deviceID,type,os,ip,location
D:558,Laptop,iOS,192.168.210.193,Miami
D:559,Laptop,MacOS,192.168.199.193,LA
D:560,Mobile,Windows,192.168.75.173,LA
D:561,Tablet,Android,192.168.202.203,NYC
D:562,Mobile,Windows,192.168.123.36,NYC
D:563,Mobile,Windows,192.168.50.42,LA
D:564,Laptop,Windows,192.168.177.174,Miami
D:565,Laptop,Android,192.168.157.35,NYC
D:566,Mobile,iOS,192.168.212.216,Miami
D:567,Tablet,iOS,192.168.11.232,Miami
D:568,Laptop,Windows,192.168.135.217,Chicago
D:569,Laptop,MacOS,192.168.60.10,LA
D:570,Tablet,Windows,192.168.21.61,LA
D:571,Laptop,iOS,192.168.57.149,Miami
D:572,Mobile,iOS,192.168.45.10,NYC
D:573,Laptop,MacOS,192.168.117.66,Miami
D:574,Mobile,Windows,192.168.37.135,Miami
D:575,Mobile,iOS,192.168.91.253,LA
D:576,Tablet,Windows,192.168.43.103,LA
D:577,Tablet,Android,192.168.244.244,Miami
D:578,Laptop,MacOS,192.168.95.61,Miami
D:579,Mobile,Android,192.168.10.154,LA
D:580,Mobile,Windows,192.168.199.189,Miami
D:581,Mobile,MacOS,192.168.39.117,NYC
D:582,Mobile,MacOS,192.168.67.18,LA
D:583,Laptop,MacOS,192.168.10.148,Chicago
D:584,Mobile,Windows,192.168.53.240,Miami
D:585,Mobile,Android,192.168.126.17,LA
D:586,Mobile,iOS,192.168.176.18,LA
D:587,Laptop,Windows,192.168.192.150,Miami
D:588,Mobile,iOS,192.168.159.100,Miami
D:589,Tablet,iOS,192.168.18.2,Miami
D:590,Laptop,MacOS,192.168.49.161,Chicago
D:591,Tablet,Android,192.168.58.17,Miami
D:592,Mobile,Windows,192.168.46.246,Chicago
D:593,Mobile,MacOS,192.168.117.219,NYC
D:594,Laptop,MacOS,192.168.88.34,NYC
D:595,Laptop,Windows,192.168.10.193,NYC
D:596,Tablet,Android,192.168.219.123,Chicago
D:597,Mobile,iOS,192.168.150.119,Chicago
D:598,Tablet,Windows,192.168.210.172,Chicago
D:599,Mobile,Windows,192.168.142.96,NYC
D:600,Mobile,Windows,192.168.41.246,LA
